NumeroRegistro;Status;Restricao;DataConcessao;DataValidade;DataCancelamento;RazaoSocial;CnpjCpf;Telefone;Logradouro;Numero;Complemento;Cep;Bairro;Municipio;Uf;Email;Fabricante;Pac;PortariaInmetro;Familia;Certificado;ModeloCertificado;QuantidadeItens;ProdutoImportado;PaisOrigem;ItemMarca;ItemModelo;ItemDescricao;ItemCodigodeBarra;ItemStatus;ItemDataAlteracao
082825/1934;Ativo;;30/08/2021;;;TA TE TI INDUSTRIA E COMERCIO DE BRINQUEDOS EDUCATIVOS LTDA;30261120000103;4732422225;RUA TIRADENTES;230;;89107000;CENTRO;POMERODE;SC;qualidade3@grupocalesita.com.br;TA TE TI INDUSTRIA E COMERCIO DE BRINQUEDOS EDUCATIVOS LTDA;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;CE-AND/IQB 000010 55962/23-001;Modelo 5;;N;Brasil;Tateti;Ref.915 - Move Baby Rosa;PP, METAL, TECIDO POLIESTER. DIMENSAO: 70,20X59,83X49,12CM. SIST. TRAVAMENTO:FREIO DIANTEIRO E TRASEIRO. SIST DE MONTAGEM: MANUAL/PARAFUSOS PP. ACESSORIOS:BANDEJA DE BRINQUEDOS;7898664632247;Incluido;02/03/2026
320980/1988;Inativo;;11/01/2023;;;COMPANHIA DOREL BRASIL PRODUTOS INFANTIS;10659948000883;2135547024;Av. Nilo Peçanha;1516 ;Galpão 3 ;28030035;Pq dos Rodoviários;Campos dos Goytacaze;RJ;standard@dorel.com.br;Jin Sun Gee Plastics Co., Ltd;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;IN1722522;;;S;Formosa (Taiwan);Cosco;BG-1518. Nome comercial: Follow. Versões: Azul e Laranja.;Ferro, plástico, PP,PET, PU e poliéster. 60 x 49 x 68 cm.Trav:Lib.2 ações cons., Encaixe,aces: Brinquedos.;7908238808043|7908238808050;Incluido;11/01/2023
374628/1948;Ativo;;07/03/2024;;;MADHULA COMERCIO DE ARTIGOS ELETROELETRONICOS LTDA;03838532000190;63881924131;Rua Marcilio Dias;166;;69005270;Centro;Manaus;AM;ltdamcg@gmail.com;PINGHU SHI XIAOTIANDI CHILDREN''S PRODUCTS FACTORY;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;IN2088024;;;S;China, República Popular;BENMEK;ANDADOR MADHULA - MA101 - ROSA-MA101R/AZUL-MA101A/VERDE-MA101V/LARANJA-MA101L;MAT.:PP,FERRO E POLIÉSTER/DIM.:63X57X53CM/SIST.TRAVA.:LIBERAÇÃO EM DUAS AÇÕES CONSECUTIVAS/SIST.MONT.FERRA.:MANUAL(SEM FERRAMENTA)/ACESSÓRIOS:N/A/CARACTERISTICAS DO MODELO: ANDADOR COM BRINQUEDO;6901031000158;Incluido;07/03/2024
053655/1963;Ativo;;29/04/2025;;;MD COMERCIO DE FERRAGENS LTDA;55274701000100;92981285408;AVENIDA JOAQUIM NABUCO;1094;A;69020030;Centro;Manaus;AM;mdcomerciodeferragensltda@gmail.com;PINGHU XIAOTIANDI CHILDREN''S PRODUCTS FACTORY;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;IN2610925;Modelo 5;;S;China, República Popular;ULTRA BABY;REF: UBW-601 - ANDADOR INFANTIL MUSICAL PARA BEBÊ - NAVY BLUE / RED, GREEN / BLUE, ROYAL BLUE / TEAL, LIGHT PINK / LAVANDER, DARK PURPLE / PINK;MAT:PP,FERRO E POLIÉSTER/DIM:70X62,5X55CM/SIS_TRAV:LIBERAÇÃO EM 2 AÇÕES CONSECUTIVAS/SIS_MONT.E_FERRAGEM:MANUAL(SEM FERRAMENTA)/ACESSÓRIOS: N/A/CARACTERISTICAS_MODELO:ANDADOR COM BRINQUEDO ACOPLADO;7890012361120|7890012361137|7890012361144|7890012361151|7890012361168;Incluido;29/04/2025
805434/2025;Ativo;;09/09/2026;;;TUTTI BABY INDUSTRIA E COMERCIO DE ARTIGOS INFANTIS LTDA;06981862000129;4733794000;Rua Vicente Zanotti;177;Galpão 01;89381270;Industrial Zaferino ;Massaranduba;SC;heloiza.souza@tuttibaby.com.br;TUTTI BABY INDUSTRIA E COMERCIO DE ARTIGOS INFANTIS LTDA;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;CE-AND/IQB 000013 57036/26-001;Modelo 5;;N;Brasil;TUTTI BABY;ANDADOR SAFARI - REF. 40002003,40002004,40002007,40003004,40004002,40004003;ESTRU.MET.:ACO TUBULAR,BRINQ:PLAST. DE ENG.,REVEST. TEXTIL:ALGODAO/51X61X70 CM/DOIS DISP. DE TRAV. INDEPENDENTES SENDO OPERADOS SIMULT./PARAFUSOS E MONT. DE PÇS PLAST./BRINQ. CERTIF.E ADESIVO-57036/26;7898431501615|7898431501622|7898431501639|7898431501684|7898431501691|7898431501707;Incluido;09/09/2026
668632/1974;Ativo;;31/10/2025;;;MD COMERCIO DE FERRAGENS LTDA;55274701000100;92985975259;Avenida Joaquim Nabuco;1094;A;69020030;Centro;Manaus;AM;mdcomerciodeferragensltda@gmail.com;Xingtai Pandelo Technology Co.,Ltd;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;IN2824825;Modelo 5;;S;China, República Popular;ULTRA BABY;ANDADOR INFANTIL MUSICAL PARA BEBÊ - UBW -305 - N/A - BABY PINK / BARBIE PINK/RED / WHITE/ROYAL BLUE /ORANGE / WHITE/LIGHT BLUE / WHITE;MAT:PP,FERRO E POLIÉ./DIM.:68X59X52 CM/SIST.DE TRAV.:LIB.EM DUAS AÇÕES CONS./SIST.DE MONT. E FERR.:MAN.(S/FERRAM.)/ACESS.:N/A/CARACTERISTICAS DO MODELO:ANDADOR COM BRINQUEDO ACOPLADO;7890012361007|7890012361113|7890012368082|7890012369096;Incluido;31/10/2025
084702/1987;Ativo;;07/02/2022;;;TUTTI BABY INDUSTRIA E COMERCIO DE ARTIGOS INFANTIS LTDA;06981862000129;4733794000;Rod. Guilherme Jensen, SC413, km13;0;;89108000;Distrito Industrial;Massaranduba;SC;certificacao@tuttibaby.com.br;TUTTI BABY INDUSTRIA E COMERCIO DE ARTIGOS INFANTIS LTDA;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;IN2869325;Modelo 5;;N;Brasil;Tutti Baby;Andador: VERSÕES: Safari II (Azul/Rosa/Vermelho), Princesa Rosa Coroa, Acqua Explorador (Cinza/Roxo);ESTRUTURA METÁLICA , AÇO TUBULAR / 48 x 60,5 x 70CM / SISTEMA DE TRAVAMENTO COM DUAS AÇÕES CONSECUTIVAS PARA LIBERAÇÃO /SISTEMA DE MONTAGEM/FERRAGEM: PARAFUSOS E REBITES ACESSÓRIOS: BRINQUEDOS E ADESI;7898431501615|7898431501622|7898431501639|7898431501684|7898431501691|7898431501707;Excluido;15/03/2024
962636/2000;Ativo;;07/02/2022;;;TUTTI BABY INDUSTRIA E COMERCIO DE ARTIGOS INFANTIS LTDA;06981862000129;4733794000;Rod. Guilherme Jensen, SC413, km13;0;;89108000;Distrito Industrial;Massaranduba;SC;certificacao@tuttibaby.com.br;TUTTI BABY INDUSTRIA E COMERCIO DE ARTIGOS INFANTIS LTDA;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;IN2869325;Modelo 5;;N;Brasil;TUTTI BABY;ANDADOR SAFARI II-ANDADOR 40.002-40002003/40002004/40002007/40003004/40004002/40004003;MAT:PP E ALGODAO/DIM:51X61X70CM/SIS_TRAV:DOIS DISPOS TRAV INDEPEND SENDO OPER SIMULTÂNEAM./SIS_MONT/FERRG:REBITES,PARAFUSOS E ENCAIXE DE PÇS PLAST/ACESS:BAND. COM BRINQ/CARAC. DO MOD.:AND. C/ BRINQ NA;7898431501615|7898431501622|7898431501639|7898431501684|7898431501691|7898431501707;Excluido;27/02/2026
256651/1927;Ativo;;06/05/2025;;;KAVOD BRASIL COMERCIO E IMPORTACAO DE PRODUTOS DE USO DOMESTICO LTDA;12389993000114;1136612389;Avenida Marquês de São Vicente;2219;Conj 1001;05036040;Água Branca;São Paulo;SP;adm@kababy.com.br;Tengzhou Lebeir Baby Carriage Co., Ltd.;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;IN2610825;;;S;China, República Popular;KaBaby;DESIGNAÇÃO COMERCIAL: ANDADOR DE EMPURRAR STEP-UP KABABY CINZA/CÓDIGO DE REFERÊNCIA COMERCIAL: ANDADOR/QUANTIDADE: -/;MAT:PP/DIM:799x660x715mm/SIS_TRAV:LIBERAÇÃO EM DUAS AÇÕES CONSECUTIVAS/SIS_MONTAGEM/FERRAGEM:MANUAL SEM AUXILIO DE FERRAMENTA/ACESSORIOS:N/A/CARACT_DO_MODELO:ANDADOR COM BRINQUEDO ACOPLADO;7898605218394;Incluido;06/05/2025
766857/1989;Ativo;;07/02/2022;;;TUTTI BABY INDUSTRIA E COMERCIO DE ARTIGOS INFANTIS LTDA;06981862000129;4733794000;Rod. Guilherme Jensen, SC413, km13;0;;89108000;Distrito Industrial;Massaranduba;SC;certificacao@tuttibaby.com.br;TUTTI BABY INDUSTRIA E COMERCIO DE ARTIGOS INFANTIS LTDA;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;IN2869325;Modelo 5;;N;Brasil;TUTTI BABY;DESIGNAÇÃO COMERC SAFARI II (AZUL/ROSA/VERMELHO),PRINCESA ROSA COROA,ACQUA,EXPLORADOR (CINZA/ ROXO) CÓD D REF COMERC:ANDAD 40.002/40002003/40002004/40002007/40003004/40004002/40004003 CARACT DO MODELO:ANDADOR C BRINQUEDO;MAT:ESTRUTURA METALICA - AÇO TUBULAR/DIM:48X60,5X70CM/SIST DE TRAVA:LIBERAÇ EM 2AÇÕES CONSECUT/SIST DE MONTAGEM E FERRAGEM:PARAFUSOS E REBITES/ACESSÓ:BRINQUEDOS E ADESIVOS;7898431501615|7898431501622|7898431501639|7898431501684|7898431501691|7898431501707;Excluido;10/12/2025
550655/1953;Ativo;;06/05/2025;;;KAVOD BRASIL COMERCIO E IMPORTACAO DE PRODUTOS DE USO DOMESTICO LTDA;12389993000114;1136612389;Avenida Marquês de São Vicente;2219;Conj 1001;05036040;Água Branca;São Paulo;SP;adm@kababy.com.br;Tengzhou Lebeir Baby Carriage Co., Ltd.;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;IN2610825;;;S;China, República Popular;KaBaby;DESIGNAÇÃO COMERCIAL: ANDADOR DE EMPURRAR STEP-UP KABABY CINZA/CÓDIGO DE REFERÊNCIA COMERCIAL: ANDADOR/QUANTIDADE: -/;MAT:PP/DIM:799x660x715mm/SIS_TRAV:LIBERAÇÃO EM DUAS AÇÕES CONSECUTIVAS/SIS_MONTAGEM/FERRAGEM:MANUAL SEM AUXILIO DE FERRAMENTA/ACESSORIOS:N/A/CARACT_DO_MODELO:ANDADOR COM BRINQUEDO ACOPLADO;7898605218394;Incluido;06/05/2025
414803/1979;Ativo;;02/09/2026;;;BAGATOLI COMERCIO DE REFRIGERACAO LTDA;00897750000108;47984556257;BR-470;8105;;89058020;FORTALEZA ALTA;BLUMENAU;SC;digitalpriceconsultoria@gmail.com;PINGHU XIAOTIANDI CHILDREN?S PRODUCTS FACTORY;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;IN3155526;Modelo 5;;S;China, República Popular;BAGATOLI KIDS;MOD: ANDADOR INFANTIL PULSE/ N.COM: PULSE/ V.: ROSA, AZUL, CINZA;MAT.:PP,POLIÉSTER,AÇO/DIM.:51X61X69CM/SIST.TRAV.:LIB.2 AÇÕES CONSEC./SIST.MONT.FERR.:REBITES,PARAF.E ENCAIXE PEÇAS PLÁST./ACESS.:BRINQ.NA BANDEJA/CARACT.MOD.:ANDADOR C/BRINQ.;7901030400859|7901030400866|7901030400873;Incluido;02/09/2026
466887/1945;Inativo;;24/09/2019;;;Galzerano Indústria de Carrinhos e Berços Ltda;43594977000197;1934043030;Via Prefeito Jurandyr Paixão;700;;13481149;Jd. Campo Belo;Limeira;SP;luisfernando.camargo@galzerano.com.br;SHEN ZHEN WEI MEI CHILDCARE PRODUCT LIMITED COMPANY;Andadores Infantis;Portaria Inmetro nº 42 de 19/01/2018;;CE-AND/IQB 000006 53504/20-001;;;S;China, República Popular;GALZERANO;Andador de bebê 4 em 1 Funny - Versões: Color (CR), Verde Água (VDA);Mat Tec poli Espum Resin plást Itens fix Dimens 75Cx71Lx55A(cm) Sist trav Dobradiç plást c/ botã acion Sist mont frenag Encaix manua Mod Andador c/ módul sonor Pçs girat Cores divers Acess Brinq remov;7898089221477|7898089221996;Incluido;24/09/2019
064313/1963;Ativo;;07/02/2022;;;TUTTI BABY INDUSTRIA E COMERCIO DE ARTIGOS INFANTIS LTDA;06981862000129;4733794000;Rod. Guilherme Jensen, SC413, km13;0;;89108000;Distrito Industrial;Massaranduba;SC;certificacao@tuttibaby.com.br;TUTTI BABY INDUSTRIA E COMERCIO DE ARTIGOS INFANTIS LTDA;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;IN2869325;Modelo 5;;N;Brasil;TUTTI BABY;DESIGNAÇÃO COMERC SAFARI II (AZUL/ROSA/VERMELHO),PRINCESA ROSA COROA,ACQUA,EXPLORADOR (CINZA/ ROXO) CÓD D REF COMERC:ANDAD 40.002/40002003/40002004/40002007/40003004/40004002/40004003 CARACT DO MODELO:ANDADOR C BRINQUEDO;MAT:ESTRUTURA METALICA - AÇO TUBULAR/DIM:48X60,5X70CM/SIST DE TRAVA:LIBERAÇ EM 2AÇÕES CONSECUT/SIST DE MONTAGEM E FERRAGEM:PARAFUSOS E REBITES/ACESSÓ:BRINQUEDOS E ADESIVOS;7898431501615|7898431501622|7898431501639|7898431501684|7898431501691|7898431501707;Excluido;10/12/2025
679927/1992;Ativo;;30/09/2019;;;BURIGOTTO SA INDUSTRIA E COMERCIO;51460277000138;1934042000;Rua Martino Dragone;280;;13480308;Jardim Santa Barbara;Limeira;SP;carlos.riva@burigotto.com;JIN SUN GEE PLASTICS. CO., LTD.;Andadores Infantis;Portaria Inmetro nº 42 de 19/01/2018;;CE-AND/IQB 000004 53005/19-001;;;S;Formosa (Taiwan);Burigotto;Andador Baby Coupe (ref. com. IXAN3034PK10-Rosa, IXAN3034AZ19-Azul, IXAN3034CL-CL);Andador Infantil, Mat.: Polipropileno, Nylon, Aço, Tecido e Espuma, Dim: 760X650X640mm, Sist. Trav. Automático, Sistema Montagem/Ferragem Rebites, parafusos e Encaixe de peças plásticas, Acessorio: Ba;7896502916146|7896502916160|7896502935550;Incluido;30/09/2019
674922/1951;Ativo;;20/12/2019;;;TAPUZIM COMERCIAL LTDA;00513418000100;1138569063;Av. Monte Celeste;230;250;02561000;Vila S. Maria;São Paulo;SP;ehs0770@hotmail.com;SHEN ZHEN WEI MEI CHILDCARE PRODUCT LIMITED COMPANY;Andadores Infantis;Portaria Inmetro nº 42 de 19/01/2018;;OCAN-AND.165/19-2;;;S;China, República Popular;baby style;SPACECAR - VERSÕES: Andador car - Ref. 21302 / Andador space - Ref. 33117;Material: Plástico, metal e tecido. Dimensões: 59 x 59 x 69 cm , Sistema de Travamento: Stoper, Sistema de Montagem e Ferragem: Tesoura, Acessórios: Bandeja musical;4532213022990|4532331172997;Incluido;20/12/2019
375578/2025;Ativo;;15/11/2024;;;HCM INDUSTRIA E IMPORTACAO LTDA;12538691000160;37998767200;RUA SERGIPE ;1963;;35591096;SANTA ALEXANDRINA;LAGOA DA PRATA;MG;compras.hcmmalta@gmail.com;HCM INDUSTRIA E IMPORTACAO LTDA;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;IN2431224-2;;;N;Brasil;JUMBO BABY;ANDADOR MUSICAL MEGALUXO JUMBO BABY/AZUL/ROSA/VERMELHO/LARANJA, CARAC.D/MODEL:ANDADOR COM BRINQUEDO NA BANDEJA;MAT.:POLIPROPILENO(PP)/ACO CARBONO(FERRAGENS)/TECIDO(POLIÉSTER)/DIM:69,5X58,5X14,5/SIS.D/TRAV.:LIB.EM 2AS.CON./SIS.D/MONT.E FERR.:MAN.(S/FERR.)/ACESS.:ASSE/FORR.P/OS PÉS/EMP./PAI.MUS;7898947715063|7898947715070|7898947715087|7898947715094;Incluido;15/11/2024
844659/1979;Ativo;;07/02/2022;;;TUTTI BABY INDUSTRIA E COMERCIO DE ARTIGOS INFANTIS LTDA;06981862000129;4733794000;Rod. Guilherme Jensen, SC413, km13;0;;89108000;Distrito Industrial;Massaranduba;SC;certificacao@tuttibaby.com.br;TUTTI BABY INDUSTRIA E COMERCIO DE ARTIGOS INFANTIS LTDA;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;IN2869325;Modelo 5;;N;Brasil;TUTTI BABY;DESIGNAÇÃO COMERC SAFARI II (AZUL/ROSA/VERMELHO),PRINCESA ROSA COROA,ACQUA,EXPLORADOR (CINZA/ ROXO) CÓD D REF COMERC:ANDAD 40.002/40002003/40002004/40002007/40003004/40004002/40004003;MAT:ESTRUTURA METALICA - AÇO TUBULAR/DIM:48X60,5X70CM/SIST DE TRAVA:LIBERAÇ EM 2AÇÕES CONSECUT/SIST DE MONTAGEM E FERRAGEM:PARAFUSOS E REBITES/ACESSÓ:BRINQUEDOS E ADESIVOS/CARACT DO MODELO:ANDADOR C B;7898431501615|7898431501622|7898431501639|7898431501684|7898431501691|7898431501707;Excluido;26/04/2024
138663/2006;Inativo;;11/01/2023;;;COMPANHIA DOREL BRASIL PRODUTOS INFANTIS;10659948000883;2135547024;Av. Nilo Peçanha;1516 ;Galpão 3 ;28030035;Pq dos Rodoviários;Campos dos Goytacaze;RJ;standard@dorel.com.br;Jin Sun Gee Plastics Co., Ltd;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;IN1722522;;;S;Formosa (Taiwan);Cosco;BG-1518. Nome comercial: Follow. Versões: Azul e Laranja.;Ferro, plástico, PP,PET, PU e poliéster. 60 x 49 x 68 cm.Trav:Lib.2 ações cons., Encaixe,aces: Brinquedos.;7908238808043|7908238808050;Incluido;11/01/2023
