NumeroRegistro;Status;Restricao;DataConcessao;DataValidade;DataCancelamento;RazaoSocial;CnpjCpf;Telefone;Logradouro;Numero;Complemento;Cep;Bairro;Municipio;Uf;Email;Fabricante;Pac;PortariaInmetro;Familia;Certificado;ModeloCertificado;QuantidadeItens;ProdutoImportado;PaisOrigem;ItemMarca;ItemModelo;ItemDescricao;ItemCodigodeBarra;ItemStatus;ItemDataAlteracao
369936/1966;Ativo;;04/08/2025;;;BAMBINO COMERCIAL LTDA;06006481000129;81987347022;R. 23;175;;53090190;RIO DOCE;OLINDA;PE;bambino.souza@terra.com.br;PINGHU XIAOTIANDI CHILDREN?S PRODUCTS FACTORY;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;IN2750125;Modelo 5;;S;China, República Popular;BAMBINO;ANDADOR - BA01 - ROSA/AZUL;MAT:PP,FERRO E POLIÉSTER/DIM:70X62.5X51CM/SIS_TRAV:LIBERAÇÃO EM DUAS AÇÕES CONSECUTIVAS/SIS_MONT E FERRG:MANUAL(S/FERRAM.)/ACESS.:BRINQ.CEN.DE ATIVI./CARACT.DO MODELO:ANDADOR COM BANDEJA MUSICAL;7898576907150|7898576907167;Incluido;04/08/2025
283967/1946;Ativo;;31/08/2026;;;TUTTI BABY INDUSTRIA E COMERCIO DE ARTIGOS INFANTIS LTDA;06981862000129;4733794000;Rod. Guilherme Jensen, SC413, km13;0;Galpão 01;89108000;Distrito Industrial;Massaranduba;SC;heloiza.souza@tuttibaby.com.br;TUTTI BABY INDUSTRIA E COMERCIO DE ARTIGOS INFANTIS LTDA;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;CE-AND/IQB 000013 57036/26-002;Modelo 5;;N;Brasil;TUTTI BABY;ANDADOR COMFORT - 40005004,40005003,40005011,40005028,40005007,40005010,40005006,40005029;ESTRU.METALICA:ACO TUBULAR,BRINQ:PLAST.DE ENG.,REVEST. TEXTIL: ALGODAO/48X60,5X70 CM/DOIS DISP. DE TRAV. INDEP. SENDO OP. SIMULT./PARAFUSOS E MONT. DE PÇS PLAST./BRINQ. CERT. E ADESIVO-57036/26;7898431502063|7898431502070|7898431502087|7898431502094|7898431502100|7898431502117|7898431502124|7898431502131;Incluido;31/08/2026
955743/2006;Ativo;;12/11/2024;;;CACANDO OFERTAS LTDA;23230465000134;11976586700;Rua José Ferreira Crespo;752;Sala 1;08021480;Jardim São Vicente;São Paulo;SP;diegofrancisco22@bol.com.br;STYLL ADMINISTRACAO, INVESTIMENTOS, LOCACOES & SERVICOS LIMITADA;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;IN2382924;;;N;Brasil;ClickBaby's;Andador Happy baby - Versões AZUL-HAPPY BABY ROSA-HAPPY BABY LARANJA-HAPPY BABY;Mat.Aço Polipropileno.Dim:640x570x470cm.Sist.Trav. Liberação duas ações consecutivas.Sist de Mont e Ferrag:Manual sem ferramenta.Acess: Bandeja c/Brinquedo.Caract/modelo:Andador c/brinquedo na bandeja;7898975097001|7898975097018|7898975097025;Incluido;12/11/2024
026976/1962;Ativo;;07/03/2024;;;COMPANHIA DOREL BRASIL PRODUTOS INFANTIS;10659948000107;2135547024;Av. Nilo Peçanha;1516;1582;28030035;Pq dos Rodoviários;Campos dos Goytacaze;RJ;standard@dorel.com.br;COMPANHIA DOREL BRASIL PRODUTOS INFANTIS;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;IN2040823;Modelo 5;;N;Brasil;Infanti;APPIA - HE022 - AZUL/ROSA - MAT.:PP, POLIÉSTER,PTA, EG, POLIPROPILENO E POLIETILENO.DIMENSÕES:56,5X68X60,5CM/;SIST. DE TRAVAMENTO: LIBERAÇÃO EM 2 AÇÕES CONSECUTIVAS/SIST. DE MONTAGEM E FERRAGEM: MANUAL (S/ FERRAMENTAS)/ACES.: BANDEJA DE BRINQUEDOS/ANDADOR COM BRINQUEDO;7908238809774|7908238809781;Excluido;10/04/2026
394090/1996;Ativo;;14/08/2019;;;BAMBOO COMERCIO, IMPORTAÇÃO E EXPORTAÇÃO EIRELI-EPP;27115224000103;8132419265;Rua. Alegre;154;Galpão A;52120125;Arruda;Recife;PE;bamboo@yescert.com.br;ZHEJIANG KINTEX INTERNATIONAL TRADING CO., LTD;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;IN1632922;;;S;China, República Popular;BAMBOO;NOME FANTASIA: ANDAJAR GUGU MODELO: MD-18 CORES: VERDE;PLÁSTICO, METAL E FIBRA TÊXTIL,520 x 560 x 620 mm,MANUAL,MANUAL,BANDEJA, VOLANTE DO PUXADOR.;7909312341029;Excluido;22/07/2022
611543/1967;Inativo;;14/08/2019;;;Companhia Dorel Brasil Produtos Infantis;10659948000107;2135633602;Av. Nilo Peçanha;1516 /1582;Térreo;28030035;Pq dos Rodoviários;Campos dos Goytacaze;RJ;mariana.magalhaes@dorel.com.br;Hua Song Plastic Products Co Ltd;Andadores Infantis;Portaria Inmetro nº 42 de 19/01/2018;;OCAN-AND.145/19-3;;;S;China, República Popular;Safety 1st;11389;Nome Fantasia: Melody Garden. Cor única. Material: Ferro, plástico e PP. 64x55x66 cm. Sistema de Travamento e Montagem: Manual. Acessórios: Bandeja.;9312541727119;Incluido;14/08/2019
534668/1953;Ativo;;12/04/2021;;;TUTTI BABY INDUSTRIA E COMERCIO DE ARTIGOS INFANT;06981862000129;4733794000;Rod. Guilherme Jensen;0;Galpão 01;89108000;Distrito Industrial;Massaranduba;SC;qualidade@tuttibaby.com.br;TUTTI BABY INDUSTRIA E COMERCIO DE ARTIGOS INFANT;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;CE-AND/IQB 000005 54149/20-001;Modelo 5;;N;Brasil;Tutti Baby;Andador 40.001;ESTRUT.MET. DE AÇO TUB.PLÁST. DE ENG.ALGODÃO.48CM X60,5CMX70CM,COM DUAS AÇÕESCONSEC PARA LIB.REB.E PARAF.BRINQ. E ADES.BASE SUP.BASE INF.FREIO ANTI-QUEDA E CONJ.DE RODAS,PNEU DA RODA TRAS. E TRAVA ANT;7898431501219|7898431501226|7898431501233;Incluido;12/04/2021
094757/1970;Ativo;;07/03/2024;;;JASSUMAL LTDA;04214425000154;63881924131;AV SETE SETEMBRO;852;;69005140;CENTRO;MANAUS;AM;dgjohnny@gmail.com;PINGHU SHI XIAOTIANDI CHILDREN''S PRODUCTS FACTORY;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;IN2087524;;;S;China, República Popular;BABY SPORTS;ANDADOR JASSUMAL - BS104 - AZUL CLARO E ESCURO-BS104A/ROSA CLARO E ESCURO-BS104R/VERMELHO E PRETO-BS104VP/ROXO E ROSA ESCURO-BS104RR;MAT.:PP,FERRO E POLIÉSTER/DIM.:63X57X53CM/SIST.TRAVA.:LIBERAÇÃO EM DUAS AÇÕES CONSECUTIVAS/SIST.MONT.FERRA.:MANUAL(SEM FERRAMENTA)/ACESSÓRIOS:N/A/CARACTERISTICAS DO MODELO: ANDADOR COM BRINQUEDO;6901041000155;Incluido;07/03/2024
802630/1996;Inativo;;24/09/2019;;;Galzerano Indústria de Carrinhos e Berços Ltda;43594977000197;1934043030;Via Prefeito Jurandyr Paixão;700;;13481149;Jd. Campo Belo;Limeira;SP;luisfernando.camargo@galzerano.com.br;SHEN ZHEN WEI MEI CHILDCARE PRODUCT LIMITED COMPANY;Andadores Infantis;Portaria Inmetro nº 42 de 19/01/2018;;CE-AND/IQB 000006 53504/20-001;;;S;China, República Popular;GALZERANO;Andador de bebê 4 em 1 Funny - Versões: Color (CR), Verde Água (VDA);Mat Tec poli Espum Resin plást Itens fix Dimens 75Cx71Lx55A(cm) Sist trav Dobradiç plást c/ botã acion Sist mont frenag Encaix manua Mod Andador c/ módul sonor Pçs girat Cores divers Acess Brinq remov;7898089221477|7898089221996;Incluido;24/09/2019
351424/1995;Ativo;;19/06/2023;;;KCARVALHUS COMERCIO E SERVICOS EIRELI;24633386000137;1143798430;Rua Poeta João Cabral De Melo Neto,  Santa Maria - Osasco - SP;77;;06147020; Santa Maria ;Osasco ;SP;carlos.carvalho@kkbebe.com.br;PINGHU SHI XIAOTIANDI CHILDREN?S PRODUCTS FACTORY;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;IN1823223;;;S;China, República Popular;KK bebê;ANDADOR INFANTIL PASSINHO FORTE / AZUL /ROSA , MATERIAL:PP,FERRO E POLIÉSTER/DIMENSÕES:63X57X53CM;SISTEMA DE TRAVAMENTO:LIBERAÇÃO EM DUAS AÇÕES CONSECUTIVAS/SISTEMA DE MONTAGEM E FERRAGEM: MANUAL (SEM FERRAMENTA)/ACESSÓRIOS:BRINQUEDOS/CARACTERISTICAS DO MODELO: ANDADOR COM BRINQUEDO FIXO ACOPLADO;7898711750108|7898711750115;Incluido;19/06/2023
249758/1933;Ativo;;01/08/2023;;;COMPANHIA DOREL BRASIL PRODUTOS INFANTIS;10659948000883;2135547024;Av. DR  Nilo Peçanha;1516;Galpão 3 ;28030035;Pq dos Rodoviários;Campos dos Goytacaze;RJ;standard@dorel.com.br;ZHONG SHAN SUN LUEN CHONG COMMODITY COMPANY LIMITED;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;CE-AND/IQB 000011 55435/22-001;Modelo 5;;S;China, República Popular;TINY LOVE;4-in-1 Here I Grow Mobile Activity Center. Ref. 1806501211. ABS, Alumínio, Aço, Poliéster, PP. 70x57x44cm.Sist. de mont.:Manual (s/ ferragem).;Sist. de Trav.:2 disp. de travamento independentes, devem ser operados simultaneamente. Aces.: Brinq. acoplado.;7290108862973;Incluido;01/08/2023
543762/1959;Ativo;;07/02/2022;;;TUTTI BABY INDUSTRIA E COMERCIO DE ARTIGOS INFANTIS LTDA;06981862000129;4733794000;Rod. Guilherme Jensen, SC413, km13;0;;89108000;Distrito Industrial;Massaranduba;SC;certificacao@tuttibaby.com.br;TUTTI BABY INDUSTRIA E COMERCIO DE ARTIGOS INFANTIS LTDA;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;IN2869325;Modelo 5;;N;Brasil;Tutti Baby;Andador Safari II Azul/Rosa/Vermelho/Andador Princesa Rosa Coroa/Andador Acqua Explorador Cinza/Roxo;ESTRUT. MET.AÇO.TUBULAR/48x60,5x70CM/SIST.DE TRAV. COM.DUAS.AÇÕES.CONSECUT.PARA.LIBER./PARAFUSOS.E. REBITES/BRINQUEDOS.E.ADESIVOS;7898431501615|7898431501622|7898431501639|7898431501684|7898431501691|7898431501707;Excluido;12/01/2024
280202/1940;Inativo;;02/04/2020;;;Galzerano Indústria de Carrinhos e Berços Ltda;43594977000197;1934043030;Via Prefeito Jurandyr Paixão;700;;13481149;Jd. Campo Belo;Limeira;SP;luisfernando.camargo@galzerano.com.br;FOSHAN SHUNDE QIJUN TOYS CO., LTD;Andadores Infantis;Portaria Inmetro nº 42 de 19/01/2018;;CE-AND/IQB 000006 53487/19-001;;;S;China, República Popular;GALZERANO;Ref.: 4090 - Liam. Versões: 4090CZ (Cinza), 4090PT (Preto);Mat: Tec poli Espum Resin plást Tinta Ferragens. Dim: 70x65x54(cm). Sist Trav: Trilho plást c/ botão destrav e reg de altura. Sist mont/ferragem: Manual. Acess: Bandej brinq não removív e retrovisores;7908200101431|7908200101448;Incluido;02/04/2020
239100/1933;Ativo;;09/12/2019;;;TAPUZIM COMERCIAL LTDA;00513418000100;1138569063;Av. Monte Celeste;230;250;02561000;Vila S. Maria;São Paulo;SP;ehs0770@hotmail.com;SHEN ZHEN WEI MEI CHILDCARE PRODUCT LIMITED COMPANY;Andadores Infantis;Portaria Inmetro nº 42 de 19/01/2018;;OCAN-AND.165/19-3;;;S;China, República Popular;baby style;CENTRO DE ATIVIDADES;VERSÕES: Andador play - Ref.5821 Andador meninos - Ref. 515211 Andador meninas - Ref. 51522. Material: Plástico, metal e tecido. Dimensões: 74 x 75 x 18 cm Sistema de Travamento: Stoper Sistema de Mon;4079515211993|4079515222999|4532582122994;Incluido;09/12/2019
837766/1985;Ativo;;14/08/2019;;;BAMBOO COMERCIO, IMPORTAÇÃO E EXPORTAÇÃO EIRELI-EPP;27115224000103;8132419265;Rua. Alegre;154;Galpão A;52120125;Arruda;Recife;PE;bamboo@yescert.com.br;ZHEJIANG KINTEX INTERNATIONAL TRADING CO., LTD;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;IN1632922;;;S;China, República Popular;BAMBOO;NOME FANTASIA: ANDAJAR GUGU MODELO: MD-18 CORES: VERDE;PLÁSTICO, METAL E FIBRA TÊXTIL,520 x 560 x 620 mm,MANUAL,MANUAL,BANDEJA, VOLANTE DO PUXADOR.;7909312341029;Excluido;22/07/2022
131770/2012;Inativo;;14/01/2021;;;GALZERANO INDUSTRIA DE CARRINHOS E BERCOS LTDA;43594977000197;1934043030;Via Prefeito Jurandyr Paixão;700;;13481149;Jd. Campo Belo;Limeira;SP;luisfernando.camargo@galzerano.com.br;HUNGSENG HARDWARE PLASTIC (DG) CORP., LTD;Andadores Infantis;Portaria Inmetro nº 42 de 19/01/2018;;CE-AND/IQB 000006 54018/20-001;;;S;China, República Popular;GALZERANO;Ref.: 4015-Andador 3 em 1 Fênix. Versões: 4015CR (Color);Mat Tec polié Espum Resin plást Itens fixação Dimens 103x103x72(cm) Sist travamento suporte plástico c/ encaixe Sist montagem/ferragem encaixes manuais Acessório: Bandeja de brinquedos não removíveis;7908200101936;Incluido;14/01/2021
931589/1976;Ativo;;05/08/2021;;;GALZERANO INDUSTRIA DE CARRINHOS E BERCOS LTDA;43594977000197;19999947357;Via Prefeito Jurandyr Paixão;700;;13481149;Jd. Campo Belo;Limeira;SP;luisfernando.camargo@galzerano.com.br;GALZERANO INDUSTRIA DE CARRINHOS E BERCOS LTDA;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;CE-AND/IQB 000006 54618/21-001;;;N;Brasil;GALZERANO;Ref.: 4050-Andador Torino. Versões: 4050PTR (Preto Rosa), 4050PTT (Preto Terracota);Mat Tec poliest Espum PP PA6 Master Tint Tub aço Itens fix/aviam CxLxA(cm) 71x62,5x51,5 Trav Trilh plást c/ botão destrav e reg alt Acess Band brinq não remove retrov Caract Tec Pçs plást Tint Ferrage;7908200102193|7908200102209;Excluido;01/09/2021
425785/1938;Ativo;;19/06/2026;;;LILI FLORES ARTESANAIS LTDA;50509301000113;2199999999;R SANTO SEPULCRO;00279;;21350220;MADUREIRA;RIO DE JANEIRO;RJ;xiaoweiliu663@gmail.com;PINGHU XIAOTIANDI CHILDREN''S PRODUCTS FACTORY ;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;IN3051726;Modelo 5;;S;China, República Popular;LILI;MOD:ANDADOR LL-2931 / CÓD. DE REFERÊNCIA COMERCIAL: LL-2931 / AZUL,ROSA,VERDE;MAT.:PP, POLIÉSTER E POLIETILENO/DIM:56,5X68X60,5CM/ SIST.TRAV.:LIBERAÇÃO EM DUAS AÇÕES CONSECUTIVAS/SIST. MONT.:LIBERAÇÃO EM DUAS AÇÕES CONSECUTIVAS/SEM ACESSÓRIOS/ANDADOR COM BRINQUEDO INTERATIVO;;Incluido;19/06/2026
693747/1981;Ativo;;29/01/2025;;;HCM INDUSTRIA E IMPORTACAO LTDA;12538691000160;3798753533;RUA SERGIPE ;1963;;35591096;SANTA ALEXANDRINA;LAGOA DA PRATA;MG;compras@hcmmalta.com.br;HCM INDUSTRIA E IMPORTACAO LTDA;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;IN2431224-1;;;N;Brasil;JUMBO BABY;ANDADOR MUSICAL SUPERLUXO JUMBO BABY/Acessórios:Assento,Empurrador,Painel Musical/Caracteristicas do modelo:Andador com brinquedo na bandeja/Versões:AZUL,ROSA,VERMELHO,LARANJA;Mat:POLIPROPILENO (PP)/ACO CARBONO(FERRAGENS)/TECIDO(POLIÉSTER)/Dim:69,5X58,5X14,5/Sist de Trav:Liberação em duas ações consecutivas/Sist de Mont e Fer:Manual(sem ferramenta);7898947715025|7898947715032|7898947715049|7898947715056;Incluido;29/01/2025
719789/1964;Inativo;;14/08/2019;;;Companhia Dorel Brasil Produtos Infantis;10659948000107;2135633602;Av. Nilo Peçanha;1516 /1582;Térreo;28030035;Pq dos Rodoviários;Campos dos Goytacaze;RJ;mariana.magalhaes@dorel.com.br;Hua Song Plastic Products Co Ltd;Andadores Infantis;Portaria Inmetro nº 42 de 19/01/2018;;OCAN-AND.145/19-3;;;S;China, República Popular;Safety 1st;11389;Nome Fantasia: Melody Garden. Cor única. Material: Ferro, plástico e PP. 64x55x66 cm. Sistema de Travamento e Montagem: Manual. Acessórios: Bandeja.;9312541727119;Incluido;14/08/2019
613420/2020;Ativo;;16/09/2024;;;AMAZONAS IMPORTADOS LTDA;07269201000138;9691131654;Rua Independência;175;;68900090;Central;Macapa;AP;adriana.abreu@amazonasimportados.com.br;YIWU BALBIAN ELECTRONIC TECHNOLOGICAL CO., LTD;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;IN2086424-1;;;S;China, República Popular;LÉ PETIT;MODE:BABY WALKER/REF:LP-9517/ CONT: ANDADOR COM BRINQUEDO ACOPLADO/VERSÕES:AZUL,ROSA,VERDE,;MAT:PP E POLIÉSTER/DIM:62X55,5X50CM/SIST DE TRAV:LIBERAÇÃO EM DUAS AÇÕES CONSECUTIVAS/SIST DE MONT E FERRAGEM:MANUAL (SEM FERRAMENTA)/ACESSÓRIOS:N/A.CARACTERISTICAS DO MODELO:;453068745717;Incluido;16/09/2024
013793/1991;Ativo;;06/09/2024;;;TUTTI BABY INDUSTRIA E COMERCIO DE ARTIGOS INFANTIS LTDA;06981862000129;4733794000;Rod. Guilherme Jensen, SC413, km13;0;Galpão 01;89108000;Distrito Industrial;Massaranduba;SC;certificacao@tuttibaby.com.br;TUTTI BABY INDUSTRIA E COMERCIO DE ARTIGOS INFANTIS LTDA;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;IN2321524;;;N;Brasil;TUTTI BABY;ANDADOR COMFORT/REF.ANDADOR COMFORT 40.005/40005004/40005003/40005011/40005028/40005007/40005010/40005006/40005029;MAT:PLAST.ENG/ALGODÃO/DIMEN:48X60,5X70CM/SIST.DE TRAV:DOIS DISP.DE TRAV.INDEP.SENDO OP.SIMUL/SIST.DE MONT.FERR:OUTROS:PARAF,MONT.PEÇAS PLAST./ACESS:BANDEIJA C/ BRINQ/CARAC.DO MOD:ANDADOR C/BRINQUEDO;7898431502063|7898431502070|7898431502087|7898431502094|7898431502100|7898431502117|7898431502124|7898431502131;Incluido;06/09/2024
