NumeroRegistro;Status;Restricao;DataConcessao;DataValidade;DataCancelamento;RazaoSocial;CnpjCpf;Telefone;Logradouro;Numero;Complemento;Cep;Bairro;Municipio;Uf;Email;Fabricante;Pac;PortariaInmetro;Familia;Certificado;ModeloCertificado;QuantidadeItens;ProdutoImportado;PaisOrigem;ItemMarca;ItemModelo;ItemDescricao;ItemCodigodeBarra;ItemStatus;ItemDataAlteracao
293467/2013;Ativo;;07/03/2024;;;MADHULA COMERCIO DE ARTIGOS ELETROELETRONICOS LTDA;03838532000190;63881924131;Rua Marcilio Dias;166;;69005270;Centro;Manaus;AM;ltdamcg@gmail.com;PINGHU SHI XIAOTIANDI CHILDREN''S PRODUCTS FACTORY;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;IN2088024;;;S;China, República Popular;BENMEK;ANDADOR MADHULA - MA101 - ROSA-MA101R/AZUL-MA101A/VERDE-MA101V/LARANJA-MA101L;MAT.:PP,FERRO E POLIÉSTER/DIM.:63X57X53CM/SIST.TRAVA.:LIBERAÇÃO EM DUAS AÇÕES CONSECUTIVAS/SIST.MONT.FERRA.:MANUAL(SEM FERRAMENTA)/ACESSÓRIOS:N/A/CARACTERISTICAS DO MODELO: ANDADOR COM BRINQUEDO;6901031000158;Incluido;07/03/2024
336781/1932;Ativo;;05/08/2021;;;GALZERANO INDUSTRIA DE CARRINHOS E BERCOS LTDA;43594977000197;19999947357;Via Prefeito Jurandyr Paixão;700;;13481149;Jd. Campo Belo;Limeira;SP;luisfernando.camargo@galzerano.com.br;GALZERANO INDUSTRIA DE CARRINHOS E BERCOS LTDA;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;CE-AND/IQB 000006 54618/21-001;;;N;Brasil;GALZERANO;Ref.: 4050-Andador Torino. Versões: 4050PTR (Preto Rosa), 4050PTT (Preto Terracota);Mat Tec poliest Espum PP PA6 Master Tint Tub aço Itens fix/aviam CxLxA(cm) 71x62,5x51,5 Trav Trilh plást c/ botão destrav e reg alt Acess Band brinq não remove retrov Caract Tec Pçs plást Tint Ferrage;7908200102193|7908200102209;Excluido;01/09/2021
975785/1970;Ativo;;03/04/2023;;;PLANETA - IMPORTACAO E DISTRIBUICAO DE BRINQUEDOS LTDA;13434272000141;1138951572;AV VASCO MASSAFELI;1000;G1A M1-21;06703600;JARDIM MARIA TEREZA;COTIA;SP;admin@planetadobebe.com.br;HEBEI WANXIN CHILDREN TOYS CO.,LTD.;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;IN1765923;Modelo 5;;S;China, República Popular;MAXI BABY;NW-01 - ANDADOR LA BAMBA  / (...) COM BRINQUEDOS/CAR MOD:AND COM BRINQUEDO(BANDEJA MUSICAL);MAT:PP E PARTES EM ABS, AÇO DE ALTO CARB RODA ELASTÔMERO TERMOPLÁSTICO, PVC/DIM:580X680X550(LXCXH)/SIS TRA:LIBERAÇÃO EM DUAS AÇÕES CONSECUTIVAS SIS DE MON E FER:MANUAL(S/ FERRAMENTA)/ACE:BANDEJA (...);7899403215370|7899403215387;Excluido;28/02/2025
057393/2018;Inativo;;14/01/2021;;;GALZERANO INDUSTRIA DE CARRINHOS E BERCOS LTDA;43594977000197;1934043030;Via Prefeito Jurandyr Paixão;700;;13481149;Jd. Campo Belo;Limeira;SP;luisfernando.camargo@galzerano.com.br;HUNGSENG HARDWARE PLASTIC (DG) CORP., LTD;Andadores Infantis;Portaria Inmetro nº 42 de 19/01/2018;;CE-AND/IQB 000006 54018/20-001;;;S;China, República Popular;GALZERANO;Ref.: 4015-Andador 3 em 1 Fênix. Versões: 4015CR (Color);Mat Tec polié Espum Resin plást Itens fixação Dimens 103x103x72(cm) Sist travamento suporte plástico c/ encaixe Sist montagem/ferragem encaixes manuais Acessório: Bandeja de brinquedos não removíveis;7908200101936;Incluido;14/01/2021
587482/1939;Ativo;;26/07/2024;;;DARDARA COMERCIO IMPORTACAO E EXPORTACAO LTDA;07774907000157;11964220291;R VALENTIM MAGALHAES;95;***;03184090;ALTO DA MOOCA;SÃO PAULO;SP;sac@dardara.com.br;FOSHAN BAOLIMEI BABY CARRIER CO., ;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;IN2255924;;;S;China, República Popular;DARDARA;ANDADOR CARRO FD-2407 / VERSÕES: AZUL E ROSA;MAT:PP,METAL E POLIÉSTER/DIM:740X630X510MM/SIST DE TRAVA:LIB EM 2 AÇÕES CONSECUT/SIST DE MONT/FERRAG:MANUAL(C/FERRAMENTAS)/ACESSÓRIOS: BRINQ/CARACT DO MODELO:ANDADOR C/BRINQ INTEGRADO;7898572462738|7898572462755;Incluido;26/07/2024
881486/1965;Ativo;;30/09/2019;;;BURIGOTTO SA INDUSTRIA E COMERCIO;51460277000138;1934042000;Rua Martino Dragone;280;;13480308;Jardim Santa Barbara;Limeira;SP;carlos.riva@burigotto.com;JIN SUN GEE PLASTICS. CO., LTD.;Andadores Infantis;Portaria Inmetro nº 42 de 19/01/2018;;CE-AND/IQB 000004 53005/19-001;;;S;Formosa (Taiwan);Burigotto;Andador Baby Coupe (ref. com. IXAN3034PK10-Rosa, IXAN3034AZ19-Azul, IXAN3034CL-CL);Andador Infantil, Mat.: Polipropileno, Nylon, Aço, Tecido e Espuma, Dim: 760X650X640mm, Sist. Trav. Automático, Sistema Montagem/Ferragem Rebites, parafusos e Encaixe de peças plásticas, Acessorio: Ba;7896502916146|7896502916160|7896502935550;Incluido;30/09/2019
999973/2001;Ativo;;07/03/2024;;;MADHULA COMERCIO DE ARTIGOS ELETROELETRONICOS LTDA;03838532000190;63881924131;Rua Marcilio Dias;166;;69005270;Centro;Manaus;AM;ltdamcg@gmail.com;PINGHU SHI XIAOTIANDI CHILDREN''S PRODUCTS FACTORY;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;IN2088024;;;S;China, República Popular;BENMEK;ANDADOR MADHULA - MA101 - ROSA-MA101R/AZUL-MA101A/VERDE-MA101V/LARANJA-MA101L;MAT.:PP,FERRO E POLIÉSTER/DIM.:63X57X53CM/SIST.TRAVA.:LIBERAÇÃO EM DUAS AÇÕES CONSECUTIVAS/SIST.MONT.FERRA.:MANUAL(SEM FERRAMENTA)/ACESSÓRIOS:N/A/CARACTERISTICAS DO MODELO: ANDADOR COM BRINQUEDO;6901031000158;Incluido;07/03/2024
376403/1998;Inativo;;11/11/2022;;;COMPANHIA DOREL BRASIL PRODUTOS INFANTIS;10659948000883;2135547024;Av. Nilo Peçanha;1516 ;Galpão 3 ;28030035;Pq dos Rodoviários;Campos dos Goytacaze;RJ;standard@dorel.com.br;Jin Sun Gee Plastics Co., Ltd;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;IN1701622-2;;;S;Formosa (Taiwan);Voyage;BG-1518. Nome comercial: Baby Step. Versões: Rosa e Azul.;Ferro,PP e poliéster. 60x49x68cm.Trav:Lib.2 ações consec.,Mont:Encaixe. Aces:Brinquedos;7908238801280|7908238801297;Incluido;11/11/2022
165258/1954;Ativo;;09/12/2019;;;TAPUZIM COMERCIAL LTDA;00513418000100;1138569063;Av. Monte Celeste;230;250;02561000;Vila S. Maria;São Paulo;SP;ehs0770@hotmail.com;SHEN ZHEN WEI MEI CHILDCARE PRODUCT LIMITED COMPANY;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;IN2062423;Modelo 5;;S;China, República Popular;Baby Style;ANDADOR PIANINHO ROSA - 33725 / ANDADOR PIANINHO AZUL - 33726;ANDADOR PIANINHO RS E AZ, MATERIAL:PLÁSTICO/62 X 53 X 78 CM/LIBERAÇÃO EM DUAS AÇÕES CONSECUTIVAS/MANUAL (SEM FERRAMENTAS)/BRINQUEDO;4079337251993|4079337261992;Incluido;29/01/2024
556485/1967;Ativo;;22/11/2023;;;JASSUMAL LTDA;04214425000154;62811924131;AV SETE SETEMBRO;852;;69005140;CENTRO;MANAUS;AM;dgjohnny@gmail.com;PINGHU SHI XIAOTIANDI CHILDREN?S PRODUCTS FACTORY;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;IN1984323;;;S;China, República Popular;BABY SPORTS;ANDADOR JASSUMAL /REF: BS103 /VERSÕES:Azul Claro e Escuro - BS103A/Rosa Claro e Escuro - BS103R/Roxo e Rosa Escuro - BS103RR;MATERIAL:PP, FERRO E POLIÉSTER|DIMENSÕES:63 X 57 X 53 CM|SISTEMA DE TRAVAMENTO:LIBERAÇÃO EM DUAS AÇÕES CONSECUTIVAS|SISTEMA DE MONTAGEM E FERRAGEM:MANUAL (SEM FERRAMENTA)|ACESSÓRIOS:N/A|CARACTERISTICA;6901041000155;Incluido;22/11/2023
524085/2005;Ativo;;16/07/2025;;;KIDDO INDUSTRIA E COMERCIO LTDA;60688090000187;1147870744;Rodovia Regis Bittencourt ;3666;;06793000;Jardim Três Marias ;Taboão da Serra;SP;m.nascimento@kiddo.com.br;JIN SUN GEE PLASTIC CO., LTD;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;IN2735125;Modelo 5;;S;China, República Popular;Whoop;ANDADOR PASSINHOS 2 EM 1 REF. 8701/CINZA/ROSA/AZUL;MATERIAL:PP. POLIES/DIMENSÕES:59,5X68X53CM/SIST.DE.TRAVAM.:LIBER.EM DUAS AÇÕES CONSECUTIVAS/SIST.DE.MONTAG.E.FERRAGEM:MANUAL (SEM AUX. DE FERRAM)/ACESSÓRIOS:BRINQ./CARACT. DO MODELO:ANDADOR C/ BRINQ.;7896517223871|7896517223888|7896517223895;Incluido;16/07/2025
175490/1992;Ativo;;29/01/2025;;;MD COMERCIO DE FERRAGENS LTDA;55274701000100;92981285408;AVENIDA JOAQUIM NABUCO, ;1094;A;69020030;CENTRO;MANAUS;AM;monadowlani@gmail.com;Hebei Zhongtai Bicycle manufacturing Co,. Ltd;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;IN2520425;;;S;China, República Popular;ULTRA BABY;ANDADOR INFANTIL MUSICAL PARA BEBÊ/REF.:UBW-1026/PINK/GREEN/BLUE;MAT:PU,PP,AÇO,POLIÉSTER,ABS/DIM:70X60X55CM/SIST.DE TRAV.:LIB.EM DUAS AÇÕ.CONS./SIS.DE MONT.E FER.:MAN.(S/FERR.)/ACESS.:BANDE.COM BRINQ./CARAC.DO MODE.:ANDAD.C/BRINQ;7890012365050|7890012366064|7890012367078;Incluido;29/01/2025
865338/1961;Inativo;;14/08/2019;;;Companhia Dorel Brasil Produtos Infantis;10659948000107;2135633602;Av. Nilo Peçanha;1516 /1582;Térreo;28030035;Pq dos Rodoviários;Campos dos Goytacaze;RJ;mariana.magalhaes@dorel.com.br;JIN SUN GEE PLASTIC CO.,LTD;Andadores Infantis;Portaria Inmetro nº 42 de 19/01/2018;;OCAN-AND.145/19-4;;;S;Formosa (Taiwan);Voyage;BG1401;Nome Fantasia: Buggy. Cores: Rosa e Azul. Material: Ferro, plástico, PP e PU. 42 x 58.5 x 65 cm. Sistema de Travamento e Montagem: Manual. Acessórios: Bandeja;7898509475206|7898509475213;Incluido;14/08/2019
469494/2018;Ativo;;31/08/2026;;;TUTTI BABY INDUSTRIA E COMERCIO DE ARTIGOS INFANTIS LTDA;06981862000129;4733794000;Rod. Guilherme Jensen, SC413, km13;0;Galpão 01;89108000;Distrito Industrial;Massaranduba;SC;heloiza.souza@tuttibaby.com.br;TUTTI BABY INDUSTRIA E COMERCIO DE ARTIGOS INFANTIS LTDA;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;CE-AND/IQB 000013 57036/26-002;Modelo 5;;N;Brasil;TUTTI BABY;ANDADOR COMFORT - 40005004,40005003,40005011,40005028,40005007,40005010,40005006,40005029;ESTRU.METALICA:ACO TUBULAR,BRINQ:PLAST.DE ENG.,REVEST. TEXTIL: ALGODAO/48X60,5X70 CM/DOIS DISP. DE TRAV. INDEP. SENDO OP. SIMULT./PARAFUSOS E MONT. DE PÇS PLAST./BRINQ. CERT. E ADESIVO-57036/26;7898431502063|7898431502070|7898431502087|7898431502094|7898431502100|7898431502117|7898431502124|7898431502131;Incluido;31/08/2026
763509/1944;Ativo;;29/04/2024;;;TAPUZIM COMERCIAL LTDA;00513418000100;113856906;Av. Monte Celeste;230;250;02561000;Vila S. Maria;São Paulo;SP;sergio@babystylebrasil.com.br;SHEN ZHEN WEI MEI CHILDCARE PRODUCT LIMITED COMPANY;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;IN2118124-2;;;S;China, República Popular;Baby Style;ANDADOR FOGUETE - FOGUETE CINZA E FOGUETE ROSA;MATERIAL:PP/DIM:62X53X78CM/SISTEMA DE TRAVAME:LIBERA EM 2 AÇÕES CONSECUTIVAS/MANUAL/ACESSÓRIOS:N/A/CARACT DO MODELO:ANDADOR C BRINQUEDO NA BANDEJA;4079337285219|4079337296543;Incluido;29/04/2024
172559/1960;Inativo;;23/05/2025;;;MD COMERCIO DE FERRAGENS LTDA;55274701000100;92981285408;AVENIDA JOAQUIM NABUCO;1094;A;69020030;Centro;Manaus;AM;mdcomerciodeferragensltda@gmail.com;Xingtai Pandelo Technology Co.,Ltd;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;IN2611025;Modelo 5;;S;China, República Popular;ULTRA BABY;REF: UBW-801H - ANDADOR INFANTIL MUSICAL PARA BEBÊ - BABY PINK / BARBIE PINK, RED / WHITE, ROYAL BLUE / ORANGE / WHITE, GREEN / WHITE;MAT:PP,FERRO E POLIÉSTER/DIM:68X59X52CM/SIS_TRAV:LIBERAÇÃO EM 2 AÇÕES CONSECUTIVAS/SIS_MONTAGEM_E_FERRAGEM:MANUAL(SEM FERRAMENTA)/ACESSÓRIOS: N/A/CARACTERISTICAS_MODELO:ANDADOR COM BRINQUEDO ACOPLADO;7890012361007|7890012361113|7890012368082|7890012369096;Incluido;23/05/2025
057513/1971;Inativo;;12/01/2023;;;COMPANHIA DOREL BRASIL PRODUTOS INFANTIS;10659948000883;2135547024;Av. Nilo Peçanha;1516 ;Galpão 3 ;28030035;Pq dos Rodoviários;Campos dos Goytacaze;RJ;standard@dorel.com.br;Jin Sun Gee Plastics Co., Ltd;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;IN1701622-3;;;S;Formosa (Taiwan);Safety 1st;HE001. Nome comercial: Spacewalker 3 em 1. Versões: Grey, Orange.;PP,Ferro,Aço,ABS,PVC,POM,TPR,MB475,Pol,65.5x50x71.5cm.Trav:Lib.2ações cons.,Mont:Manual.Aces.Brinq.;7908238803932|7908238803949;Incluido;12/01/2023
351517/1997;Ativo;;19/06/2026;;;LILI FLORES ARTESANAIS LTDA;50509301000113;2199999999;R SANTO SEPULCRO;00279;;21350220;MADUREIRA;RIO DE JANEIRO;RJ;xiaoweiliu663@gmail.com;PINGHU XIAOTIANDI CHILDREN''S PRODUCTS FACTORY ;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;IN3051726;Modelo 5;;S;China, República Popular;LILI;MOD:ANDADOR LL-2931 / CÓD. DE REFERÊNCIA COMERCIAL: LL-2931 / AZUL,ROSA,VERDE;MAT.:PP, POLIÉSTER E POLIETILENO/DIM:56,5X68X60,5CM/ SIST.TRAV.:LIBERAÇÃO EM DUAS AÇÕES CONSECUTIVAS/SIST. MONT.:LIBERAÇÃO EM DUAS AÇÕES CONSECUTIVAS/SEM ACESSÓRIOS/ANDADOR COM BRINQUEDO INTERATIVO;;Incluido;19/06/2026
779403/1942;Ativo;;09/12/2019;;;TAPUZIM COMERCIAL LTDA;00513418000100;1138569063;Av. Monte Celeste;230;250;02561000;Vila S. Maria;São Paulo;SP;ehs0770@hotmail.com;SHEN ZHEN WEI MEI CHILDCARE PRODUCT LIMITED COMPANY;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;IN2062423;Modelo 5;;S;China, República Popular;Baby Style;ANDADOR PIANINHO ROSA - 33725 / ANDADOR PIANINHO AZUL - 33726;ANDADOR PIANINHO RS E AZ, MATERIAL:PLÁSTICO/62 X 53 X 78 CM/LIBERAÇÃO EM DUAS AÇÕES CONSECUTIVAS/MANUAL (SEM FERRAMENTAS)/BRINQUEDO;4079337251993|4079337261992;Incluido;29/01/2024
645521/2023;Ativo;;26/07/2024;;;DARDARA COMERCIO IMPORTACAO E EXPORTACAO LTDA;07774907000157;11964220291;R VALENTIM MAGALHAES;95;***;03184090;ALTO DA MOOCA;SÃO PAULO;SP;sac@dardara.com.br;FOSHAN BAOLIMEI BABY CARRIER CO., ;Andadores Infantis;Portaria Inmetro nº 129 de 19/03/2021;;IN2255924;;;S;China, República Popular;DARDARA;ANDADOR CARRO FD-2407 / VERSÕES: AZUL E ROSA;MAT:PP,METAL E POLIÉSTER/DIM:740X630X510MM/SIST DE TRAVA:LIB EM 2 AÇÕES CONSECUT/SIST DE MONT/FERRAG:MANUAL(C/FERRAMENTAS)/ACESSÓRIOS: BRINQ/CARACT DO MODELO:ANDADOR C/BRINQ INTEGRADO;7898572462738|7898572462755;Incluido;26/07/2024
